feature	PT1	PT2	PT3
LOC105667213	0	0	2
LOC105747689	114	8	4
LOC105748977	0	0	0
LOC105755953	0	0	0
LOC113230	10	94	0
LOC115110	0	0	10
LOC143666	0	0	2
LOC145474	0	226	0
LOC145783	12	0	0
LOC145845	0	0	0
LOC146513	0	0	0
LOC146880	134	118	832
LOC148413	0	0	4
LOC148696	196	462	70
LOC148709	0	0	14
LOC149373	0	0	0
LOC149684	0	0	34
LOC149950	0	0	0
LOC150776	30	16	18
LOC150935	0	0	2
LOC151121	0	0	0
LOC151174	0	222	4
LOC151475	2	0	0
LOC151484	0	0	0
LOC152225	0	0	0
LOC152578	0	0	0
LOC153684	112	124	2
LOC153910	0	0	0
LOC154449	0	0	0
LOC154761	0	0	0
LOC155060	0	4	4
LOC157273	0	0	0
LOC158434	0	0	2
LOC158435	0	0	2
LOC171391	2	0	0
LOC1720	0	0	0
LOC200726	0	0	0
LOC200772	158	0	0
LOC202181	0	0	2
LOC220729	12	62	40
LOC221122	0	0	0
LOC221946	0	0	0
LOC253573	0	0	4
LOC254028	0	0	0
LOC254896	0	34	10
LOC255187	0	0	0
LOC255654	0	0	0
LOC256880	0	0	0
LOC257396	0	0	0
LOC283038	0	0	2
LOC283045	0	0	0
LOC283140	0	0	0
LOC283177	0	0	0
LOC283194	0	2	2
LOC283214	0	0	0
LOC283299	0	0	0
LOC283332	0	0	0
LOC283335	0	0	0
LOC283352	0	0	0
LOC283440	0	0	0
LOC283575	22	472	16
LOC283585	0	0	0
LOC283683	0	0	2
LOC283710	0	0	0
LOC283731	0	0	0
LOC283788	0	6	4
LOC283856	2	0	0
LOC283922	8	608	0
LOC284009	2	0	2
LOC284023	22	12	0
LOC284080	0	0	10
LOC284294	0	0	0
LOC284344	0	0	12
LOC284379	0	0	0
LOC284395	0	0	10
LOC284412	0	0	0
LOC284454	12	336	84
LOC284578	0	0	0
LOC284581	0	0	0
LOC284632	0	0	0
LOC284648	0	0	2
LOC284661	0	0	0
LOC284788	0	0	0
LOC284798	38	0	6
LOC284825	0	0	0
LOC284865	0	0	0
LOC284930	0	0	2
LOC284933	0	0	0
LOC284950	0	14	0
LOC285000	0	0	6
LOC285043	0	0	0
LOC285074	0	2	0
LOC285484	0	0	0
LOC285593	0	0	0
LOC285626	0	0	2
LOC285627	0	0	2
LOC285629	0	0	0
LOC285692	0	0	2
LOC285696	2	0	4
LOC285740	0	0	2
LOC285762	0	0	20
LOC285766	0	0	0
LOC285768	0	0	0
LOC285804	0	0	0
LOC285819	0	0	0
LOC285847	2	0	6
LOC285889	0	0	6
LOC286059	0	0	4
LOC286083	0	0	0
LOC286114	0	0	0
LOC286177	0	0	0
LOC286238	0	0	0
LOC286297	0	0	0
LOC286359	0	0	0
LOC286370	0	0	6
LOC286437	0	10	6
LOC338694	0	0	4
LOC338797	0	0	2
LOC338963	0	0	2
LOC339059	0	0	10
LOC339166	0	0	0
LOC339260	0	0	0
LOC339298	0	0	16
LOC339529	0	0	6
LOC339539	2	2	4
LOC339568	0	0	0
LOC339593	0	0	0
LOC339622	0	0	4
LOC339666	0	0	2
LOC339803	10	46	12
LOC339807	0	0	0
LOC339862	0	0	0
LOC339874	0	0	14
LOC339975	0	0	10
LOC340017	0	0	0
LOC340074	0	0	0
LOC340107	0	0	0
LOC340113	0	0	0
LOC340357	0	0	0
LOC340512	0	0	0
LOC341056	44	0	0
LOC343052	0	0	0
LOC344887	0	0	0
LOC344967	0	0	2
LOC349160	0	0	0
LOC374443	536	0	0
LOC375196	0	0	0
LOC387810	0	0	0
LOC388242	0	0	0
LOC388282	0	0	4
LOC388406	0	0	4
LOC388436	0	0	0
LOC388692	0	0	0
LOC388780	0	0	0
LOC388813	0	0	2
LOC388849	0	0	0
LOC388882	0	0	0
LOC388942	0	0	0
LOC389033	0	0	0
LOC389199	0	0	0
LOC389247	0	0	2
LOC389332	0	0	0
LOC389602	0	0	0
LOC389641	0	0	4
LOC389705	0	0	0
LOC389765	0	4	0
LOC389831	0	4	0
LOC389834	0	0	4
LOC389895	0	0	2
LOC389906	0	0	0
LOC390705	0	0	0
LOC391003	0	0	0
LOC391322	0	0	0
LOC392196	0	0	0
LOC392232	0	0	0
LOC392364	0	0	0
LOC392452	0	0	0
LOC399715	0	0	2
LOC399815	0	42	4
LOC399886	0	0	0
LOC400043	0	0	0
LOC400541	0	0	0
LOC400548	0	0	2
LOC400553	0	0	0
LOC400558	0	0	6
LOC400620	0	0	0
LOC400655	0	0	0
LOC400661	0	8	2
LOC400684	0	0	0
LOC400685	0	0	0
LOC400706	0	0	0
LOC400736	0	0	0
LOC400794	0	0	8
LOC400867	0	0	0
LOC400927	10	0	0
LOC400927-CSNK1E	4	0	0
LOC400940	0	0	0
LOC400958	0	0	8
LOC400997	0	0	0
LOC401010	0	0	2
LOC401052	0	0	0
LOC401127	0	0	0
LOC401134	0	0	0
LOC401177	0	0	0
LOC401242	0	0	0
LOC401286	0	0	0
LOC401312	0	0	0
LOC401320	146	20	0
LOC401324	0	0	0
LOC401357	6	0	4
LOC401463	0	0	0
LOC401557	0	0	2
LOC401585	0	0	0
LOC403312	0	0	0
LOC403323	0	0	0
LOC407835	26	20	2
LOC414300	0	0	0
LOC439933	24	0	2
LOC439994	48	4	0
LOC440028	0	0	0
LOC440040	0	0	0
LOC440117	0	0	4
LOC440173	0	0	0
LOC440300	0	0	0
LOC440311	52	54	320
LOC440390	0	0	6
LOC440434	4	6	0
LOC440446	0	0	0
LOC440461	0	0	0
LOC440600	0	0	0
LOC440602	0	0	0
LOC440700	2	0	0
LOC440704	0	0	0
LOC440895	0	0	0
LOC440896	0	0	0
LOC440910	0	0	0
LOC440982	0	0	0
LOC441025	0	0	4
LOC441081	0	2	2
LOC441155	0	10	0
LOC441178	0	0	0
LOC441204	0	0	14
LOC441242	0	0	0
LOC441454	0	0	0
LOC441455	0	2	2
LOC441601	0	0	2
LOC441666	0	0	4
LOC442028	0	0	0
LOC442132	0	0	2
LOC442497	0	0	0
LOC494127	0	0	4
LOC494141	0	0	12
LOC51145	0	0	0
LOC541472	0	0	2
LOC541473	0	0	0
LOC550113	0	0	0
LOC553103	0	0	4
LOC55338	0	0	0
LOC554206	0	0	0
LOC554223	0	0	12
LOC554249	0	0	0
LOC574538	0	0	0
LOC606724	0	0	6
LOC613037	0	0	0
LOC613038	0	0	0
LOC613266	0	0	0
LOC63930	0	4	6
LOC641367	0	0	2
LOC641746	0	0	0
LOC642236	0	0	0
LOC642361	22	36	0
LOC642366	0	0	0
LOC642423	0	0	0
LOC642426	0	0	0
LOC642776	0	0	0
LOC642846	0	0	4
LOC642852	6	10	2
LOC642929	0	0	0
LOC642943	0	0	2
LOC643072	0	350	2
LOC643201	0	0	8
LOC643339	0	0	0
LOC643355	92	2	0
LOC643387	0	6	6
LOC643406	0	0	0
LOC643441	0	0	0
LOC643542	0	0	4
LOC643623	0	0	0
LOC643711	0	0	0
LOC643733	118	42	18
LOC643770	0	0	0
LOC643802	230	1410	0
LOC643923	0	0	0
LOC644070	0	0	0
LOC644145	0	0	2
LOC644172	0	0	0
LOC644189	0	0	0
LOC644285	2	2	4
LOC644554	0	0	0
LOC644656	0	198	2
LOC644669	0	0	0
LOC644762	0	38	0
LOC644838	0	0	0
LOC644919	0	0	0
LOC644936	8	16	6
LOC645166	0	6	2
LOC645354	0	0	0
LOC645382	0	0	0
LOC645434	0	0	2
LOC645513	0	0	0
LOC645752	0	0	2
LOC645949	0	0	2
LOC646029	0	0	12
LOC646214	0	0	0
LOC646268	0	0	0
LOC646471	0	0	0
LOC646522	0	0	0
LOC646626	0	0	0
LOC646736	0	0	0
LOC646743	0	0	0
LOC646762	0	0	0
LOC646813	0	0	2
LOC646903	0	0	2
LOC646938	0	0	0
LOC647323	0	0	4
LOC647859	0	0	0
LOC648987	8	0	4
LOC649133	0	0	8
LOC649324	0	0	0
LOC649352	0	0	0
LOC650226	0	0	0
LOC650293	0	0	0
LOC652276	0	18	4
LOC653160	108	8	40
LOC653513	0	10	4
LOC653602	0	0	0
LOC653653	0	6	0
LOC653712	0	0	0
LOC653786	0	0	0
LOC654342	0	4	0
LOC654841	0	0	2
LOC727751	0	0	0
LOC727896	0	0	0
LOC727924	0	0	0
LOC728024	0	0	0
LOC728040	0	0	0
LOC728084	0	0	4
LOC728095	0	0	0
LOC728175	54	0	4
LOC728323	2	8	0
LOC728392	370	264	56
LOC728485	0	0	0
LOC728554	6	22	2
LOC728613	74	248	0
LOC728673	0	110	0
LOC728730	4	0	0
LOC728739	0	0	0
LOC728743	38	2	0
LOC728752	0	0	0
LOC728989	0	0	0
LOC729080	0	0	2
LOC729083	80	402	0
LOC729159	0	0	0
LOC729218	16	378	6
LOC729296	0	0	0
LOC729348	0	0	0
LOC729506	0	0	0
LOC729603	750	34	12
LOC729609	0	0	0
LOC729658	0	0	0
LOC729683	18	20	4
LOC729732	446	0	4
LOC729737	86	248	164
LOC729739	0	0	0
LOC729867	0	0	10
LOC729930	0	0	0
LOC729950	0	0	0
LOC729966	0	0	0
LOC729970	0	0	0
LOC729987	0	0	0
LOC730101	0	0	2
LOC730102	12	2	2
LOC730159	0	0	0
LOC730183	0	0	0
LOC730202	0	0	0
LOC730668	0	0	4
LOC731157	0	0	0
LOC731424	32	134	14
LOC79160	0	0	0
LOC79999	0	0	0
LOC80078	0	0	10
LOC81691	0	0	0
LOC90246	0	0	6
LOC90768	0	0	0
LOC90784	0	0	6
LOC91450	0	0	2
LOC93622	4	58	0
LOH12CR1	12	14	8
LOH12CR2	0	44	0
LONP1	2	4	0
LONP2	8	238	30
LONRF1	4	2	0
LONRF2	0	0	4
LONRF3	0	0	0
LOR	0	0	0
LOX	0	0	0
LOXHD1	0	0	16
LOXL1	0	0	0
LOXL1-AS1	6	24	4
LOXL2	0	0	8
LOXL3	64	0	2
LOXL4	0	0	0
LPA	0	0	4
LPAL2	0	0	0
LPAR1	316	260	0
LPAR2	116	228	1658
LPAR3	0	0	0
LPAR4	0	0	0
LPAR5	96	3738	4
LPAR6	10	104	4
LPCAT1	186	498	170
LPCAT2	158	208	0
LPCAT3	200	0	18
LPCAT4	90	0	2
LPGAT1	162	800	16
LPIN1	138	428	8
LPIN2	196	1140	38
LPIN3	12	0	8
LPL	42	0	0
LPO	0	0	2
LPP	320	2	246
LPP-AS1	0	0	0
LPP-AS2	0	0	0
LPPR1	0	0	6
LPPR2	26	450	84
LPPR3	0	0	0
LPPR4	0	0	0
LPPR5	0	0	0
LPXN	114	384	10
LRAT	0	0	0
LRBA	0	12	2
LRCH1	138	22	6
LRCH2	0	0	0
LRCH3	0	10	4
LRCH4	88	76	32
LRCOL1	0	0	2
LRFN1	12	14	318
LRFN2	0	0	0
LRFN3	528	30	2
LRFN4	0	2	0
LRFN5	0	0	0
LRG1	882	1346	166
LRGUK	0	0	0
LRIF1	2	6	0
LRIG1	0	644	6
LRIG2	0	166	74
LRIG3	0	0	4
LRIT1	0	0	0
LRIT2	0	0	0
LRIT3	0	0	2
LRMP	1878	70	0
LRP1	92	158	100
LRP1-AS	0	0	0
LRP10	626	5974	1366
LRP11	0	6	0
LRP12	8	2	2
LRP1B	2	0	20
LRP2	0	0	32
LRP2BP	0	0	0
LRP3	0	36	4
LRP4	0	0	2
LRP4-AS1	0	0	0
LRP5	0	0	8
LRP5L	0	10	0
LRP6	0	0	108
LRP8	0	0	6
LRPAP1	1020	2384	32
LRPPRC	38	434	274
LRR1	2	46	0
LRRC1	0	0	4
LRRC10	0	0	6
LRRC10B	0	0	20
LRRC14	70	0	4
LRRC14B	0	0	2
LRRC15	0	0	2
LRRC16A	0	0	2
LRRC16B	0	2	12
LRRC17	0	0	4
LRRC18	0	0	0
LRRC19	0	0	0
LRRC2	0	0	2
LRRC2-AS1	0	0	0
LRRC20	0	0	4
LRRC23	0	0	4
LRRC24	0	0	0
LRRC25	648	2998	152
LRRC26	0	0	0
LRRC27	0	0	10
LRRC28	0	328	118
LRRC29	0	0	0
LRRC3	0	0	2
LRRC3-AS1	0	0	0
LRRC30	0	0	0
LRRC31	0	0	2
LRRC32	104	376	102
LRRC34	4	0	0
LRRC36	0	0	0
LRRC37A	0	0	0
LRRC37A11P	0	0	0
LRRC37A2	0	0	0
LRRC37A3	2	0	8
LRRC37A4P	106	0	220
LRRC37A5P	0	0	0
LRRC37A6P	206	94	4
LRRC37A8P	0	0	0
LRRC37B	8	148	0
LRRC37BP1	50	0	4
LRRC38	0	0	0
LRRC39	0	0	0
LRRC3B	0	0	0
LRRC3C	0	0	0
LRRC4	6	36	0
LRRC40	0	0	0
LRRC41	14	36	6
LRRC42	4	0	0
LRRC43	0	60	0
LRRC45	0	12	24
LRRC46	0	0	0
LRRC47	224	256	2
LRRC48	0	0	0
LRRC49	0	0	0
LRRC4B	2	0	0
LRRC4C	0	0	0
LRRC52	0	0	0
LRRC55	0	0	4
LRRC56	0	0	4
LRRC57	0	0	0
LRRC58	672	10	44
LRRC59	148	36	12
LRRC6	46	0	4
LRRC61	0	16	24
LRRC63	0	0	0
LRRC66	0	0	0
LRRC69	0	0	0
LRRC7	0	0	2
LRRC70	0	0	4
LRRC71	0	0	0
LRRC72	0	0	10
LRRC73	0	0	4
LRRC74A	0	0	4
LRRC74B	0	0	0
LRRC75A	10	0	8
LRRC75A-AS1	1240	548	430
LRRC75B	0	94	0
LRRC8A	242	318	14
LRRC8B	34	0	2
LRRC8C	0	86	2
LRRC8D	0	0	4
LRRC8E	0	174	4
LRRC9	0	0	6
LRRCC1	0	0	2
LRRD1	0	0	0
LRRFIP1	1322	1184	1554
LRRFIP2	2	2	10
LRRIQ1	0	0	2
LRRIQ3	0	0	0
LRRIQ4	0	0	0
LRRK1	434	10	16
LRRK2	1666	224	0
LRRN1	0	0	0
LRRN2	48	0	2
LRRN3	6	124	0
LRRN4	0	0	2
LRRN4CL	0	0	2
LRRTM1	0	0	0
LRRTM2	0	0	4
LRRTM3	0	0	0
LRRTM4	0	0	16
LRSAM1	14	4	300
LRTM1	0	0	0
LRTM2	0	0	0
LRTOMT	2	124	2
LRWD1	8	0	0
LSAMP	0	0	2
LSAMP-AS1	0	0	0
LSG1	70	156	2
LSM1	34	332	0
LSM10	944	2358	218
LSM11	0	48	446
LSM12	0	0	4
LSM14A	350	52	36
LSM14B	0	2	0
LSM2	254	596	0
LSM3	510	1242	8
LSM4	486	1932	34
LSM5	334	1336	0
LSM6	384	402	0
LSM7	142	220	6
LSM8	88	86	0
LSMEM1	0	16	2
LSMEM2	0	0	40
LSP1	4236	9942	2282
LSP1P3	2	2	4
LSR	0	40	4
LSS	502	392	2
LST1	4974	7368	4562
LTA	36	182	0
LTA4H	82	2052	76
LTB	3954	8136	6498
LTB4R	494	210	2
LTB4R2	0	0	0
LTBP1	0	110	2
LTBP2	0	0	14
LTBP3	18	806	4
LTBP4	212	0	2
LTBR	90	272	356
LTC4S	2	2	190
LTF	24	0	0
LTK	0	0	4
LTN1	10	356	0
LTV1	20	8	6
LUC7L	100	220	154
LUC7L2	0	0	0
LUC7L3	996	116	14
LUCAT1	122	262	606
LUM	0	0	194
LUNAR1	0	0	0
LURAP1	0	0	2
LURAP1L	0	0	0
LURAP1L-AS1	0	0	0
LUZP1	318	0	30
LUZP2	0	0	0
LUZP4	0	0	0
LUZP6	0	0	0
LVCAT1	0	0	2
LVCAT5	0	0	6
LVCAT8	0	0	10
LVRN	0	0	2
LXN	2	370	0
LY6D	0	0	0
LY6E	908	5278	170
LY6G5B	0	0	0
LY6G5C	38	114	0
LY6G6C	0	0	0
LY6G6D	0	0	0
LY6G6E	0	58	0
LY6G6F	0	0	4
LY6H	0	0	0
LY6K	0	0	0
LY75	0	18	4
LY75-CD302	0	0	0
LY86	670	2020	26
LY86-AS1	0	26	0
LY9	78	888	2
LY96	840	1660	14
LYAR	4	294	4
LYG1	0	0	0
LYG2	0	0	0
LYL1	72	610	164
LYN	1636	2392	60
LYNX1	0	8	4
LYPD1	0	0	0
LYPD2	70	126	544
LYPD3	0	0	2
LYPD4	0	0	4
LYPD5	0	0	0
LYPD6	0	0	2
LYPD6B	0	0	0
LYPD8	0	0	0
LYPLA1	0	8	0
LYPLA2	32	250	28
LYPLA2P2	0	0	0
LYPLAL1	4	46	0
LYPLAL1-AS1	0	0	12
LYRM1	1206	20	4
LYRM2	104	2	98
LYRM4	108	156	0
LYRM5	0	132	0
LYRM7	14	18	14
LYRM9	0	0	8
LYSMD1	38	42	6
LYSMD2	714	716	0
LYSMD3	6	54	0
LYSMD4	0	0	4
LYST	870	778	14
LYVE1	0	0	0
LYZ	8366	8692	726
LYZL1	0	0	0
LYZL2	0	0	0
LYZL4	0	0	0
LYZL6	0	372	0
LZIC	34	122	0
LZTFL1	0	12	0
LZTR1	156	4	494
LZTS1	0	0	0
LZTS1-AS1	0	0	0
LZTS2	0	14	2
LZTS3	0	0	0
M1AP	0	22	0
M6PR	40	76	0
MAATS1	0	0	8
MAB21L1	0	0	0
MAB21L2	2	20	0
MAB21L3	0	0	8
MACC1	4	0	2
MACC1-AS1	0	0	0
MACF1	158	194	48
MACROD1	0	0	4
MACROD2	0	0	2
MACROD2-AS1	0	0	0
MACROD2-IT1	0	0	6
MAD1L1	26	2168	30
MAD2L1	0	0	2
MAD2L1BP	192	516	0
MAD2L2	190	1222	1334
MADCAM1	0	102	0
MADD	78	288	34
MAEA	566	582	130
MAEL	0	0	2
MAF	50	136	0
MAF1	334	158	10
MAFA	0	2	0
MAFA-AS1	0	0	0
MAFB	100	224	606
MAFF	4	4	0
MAFG	172	82	8
MAFG-AS1	0	0	14
MAFIP	2	12	8
MAFK	0	0	2
MAFTRR	0	0	0
MAG	0	0	2
MAGEA1	0	0	0
MAGEA10	0	0	0
MAGEA10-MAGEA5	0	0	0
MAGEA11	0	0	20
MAGEA12	0	0	2
MAGEA2	0	0	0
MAGEA2B	0	0	0
MAGEA3	0	0	0
MAGEA4	0	0	0
MAGEA5	0	0	0
MAGEA6	0	0	4
MAGEA8	0	0	0
MAGEA8-AS1	0	0	0
MAGEA9	0	0	0
MAGEA9B	0	0	0
MAGEB1	0	0	0
MAGEB10	0	0	0
MAGEB16	0	0	0
MAGEB17	0	0	0
MAGEB18	0	0	0
MAGEB2	0	0	0
MAGEB3	0	0	0
MAGEB4	0	0	0
MAGEB5	0	0	0
MAGEB6	0	0	0
MAGEC1	0	0	0
MAGEC2	0	0	0
MAGEC3	0	0	0
MAGED1	50	16	0
MAGED2	86	166	40
MAGED4	0	0	0
MAGED4B	0	0	0
MAGEE1	0	4	12
MAGEE2	0	0	10
MAGEF1	2	2	0
MAGEH1	256	4	0
MAGEL2	0	0	4
MAGI1	68	0	2
MAGI1-AS1	0	0	0
MAGI2	0	0	0
MAGI2-AS2	0	0	0
MAGI2-AS3	0	0	8
MAGI3	0	0	0
MAGIX	0	62	0
MAGOH	206	20	12
MAGOH2P	0	0	0
MAGOHB	12	48	4
MAGT1	438	294	4
MAK	12	2	6
MAK16	0	4	0
MAL	468	1938	794
MAL2	0	0	0
MALAT1	8030	2576	920
MALL	0	0	0
MALRD1	0	0	0
MALSU1	358	1052	0
MALT1	4	0	0
MAMDC2	0	0	4
MAMDC2-AS1	0	0	0
MAMDC4	0	0	0
MAML1	26	74	30
MAML2	10	54	10
MAML3	0	10	12
MAMLD1	0	0	2
MAMSTR	0	0	0
MAN1A1	84	36	164
MAN1A2	96	0	0
MAN1B1	36	2	162
MAN1B1-AS1	0	0	0
MAN1C1	0	72	4
MAN2A1	106	76	14
MAN2A2	618	462	1316
MAN2B1	354	648	2898
MAN2B2	80	470	56
MAN2C1	16	326	42
MANBA	272	722	0
MANBAL	20	6	0
MANEA	4	8	0
MANEA-AS1	0	0	2
MANEAL	242	0	2
MANF	400	58	0
MANSC1	56	586	0
MANSC4	0	0	2
MAOA	0	0	0
MAOB	0	0	0
MAP10	0	0	0
MAP1A	0	0	8
MAP1B	0	8	1298
MAP1LC3A	42	6	0
MAP1LC3B	1694	2556	0
MAP1LC3B2	50	440	0
MAP1LC3C	0	0	0
MAP1S	134	204	154
MAP2	0	0	1100
MAP2K1	116	412	0
MAP2K2	370	312	18
MAP2K3	748	2416	542
MAP2K4	290	826	6
MAP2K4P1	8	20	0
MAP2K5	34	482	0
MAP2K6	396	324	0
MAP2K7	166	58	18
MAP3K1	654	562	0
MAP3K10	2	0	4
MAP3K11	86	990	108
MAP3K12	0	6	8
MAP3K13	160	110	394
MAP3K14	0	2	10
MAP3K14-AS1	0	0	4
MAP3K15	0	0	6
MAP3K19	0	0	0
MAP3K2	72	230	164
MAP3K3	662	1126	224
MAP3K4	8	10	6
MAP3K5	110	136	28
MAP3K6	0	0	2
MAP3K7	30	6	0
MAP3K7CL	1368	1292	436
MAP3K8	22	892	0
MAP3K9	2	4	16
MAP4	16	448	10
MAP4K1	28	184	1330
MAP4K2	50	4	26
MAP4K3	0	0	0
MAP4K4	46	306	104
MAP4K5	0	0	0
MAP6	0	0	24
MAP6D1	0	0	0
MAP7	0	0	0
MAP7D1	844	2720	26
MAP7D2	0	0	0
MAP7D3	110	12	0
MAP9	4	0	388
MAPK1	958	1618	10
MAPK10	0	2	2
MAPK11	0	0	6
MAPK12	0	0	6
MAPK13	40	2	4
MAPK14	382	1438	562
MAPK15	0	0	106
MAPK1IP1L	32	376	2
MAPK3	78	306	134
MAPK4	0	0	2
MAPK6	0	58	20
MAPK7	0	2	0
MAPK8	8	562	10
MAPK8IP1	0	0	4
MAPK8IP2	0	0	4
MAPK8IP3	0	6	6
MAPK9	12	8	4
MAPKAP1	8	24	66
MAPKAPK2	1072	454	60
MAPKAPK3	1016	618	34
MAPKAPK5	6	16	2
MAPKAPK5-AS1	836	392	14
MAPKBP1	2	2	10
MAPRE1	368	818	4
MAPRE2	88	66	6
MAPRE3	0	0	4
MAPT	0	0	6
MAPT-AS1	0	0	0
MAPT-IT1	0	0	0
MARC1	858	248	2
MARC2	0	0	0
MARCH1	4	342	0
MARCH10	0	0	2
MARCH11	0	0	0
MARCH2	82	428	3366
MARCH3	0	0	2
MARCH4	0	0	2
MARCH5	0	438	0
MARCH6	510	332	8
MARCH7	418	902	762
MARCH8	1456	216	476
MARCH9	260	192	38
MARCKS	408	782	60
MARCKSL1	348	1178	30
MARCO	122	332	18
MARK1	0	2	6
MARK2	342	356	14
MARK2P9	0	0	0
MARK3	182	156	16
MARK4	24	6	4
MARS	142	720	20
MARS2	0	2	0
MARVELD1	0	92	6
MARVELD2	0	0	4
MARVELD3	0	0	2
MAS1	0	0	0
MAS1L	0	0	0
MASP1	0	0	0
MASP2	0	0	2
MAST1	0	0	6
MAST2	0	0	0
MAST3	876	642	100
MAST4	48	2	6
MASTL	0	0	0
MAT1A	0	0	4
MAT2A	384	488	0
MAT2B	290	508	0
MATK	306	64	238
MATN1	0	0	0
MATN1-AS1	0	0	2
MATN2	0	0	2
MATN3	0	0	0
MATN4	2	0	2
MATR3	1168	520	24
MAU2	1406	860	488
MAVS	136	496	120
MAX	206	378	52
MAZ	4	46	14
MB	0	0	24
MB21D1	0	22	0
MB21D2	0	0	0
MBD1	64	154	4
MBD2	144	500	0
MBD3	30	516	188
MBD3L1	0	0	0
MBD3L2	0	0	0
MBD3L3	0	0	0
MBD3L4	0	0	0
MBD3L5	0	0	0
MBD4	70	96	4
MBD5	0	0	0
MBD6	22	58	2
MBIP	0	0	0
MBL1P	0	0	0
MBL2	0	0	8
MBLAC1	4	0	2
MBLAC2	74	0	0
MBNL1	632	946	12
MBNL1-AS1	0	0	0
MBNL2	0	0	0
MBNL3	14	88	108
MBOAT1	476	1080	20
MBOAT2	10	18	12
MBOAT4	0	0	2
MBOAT7	1548	5306	382
MBP	292	1522	12
MBTD1	36	10	4
MBTPS1	0	1146	4
MBTPS2	0	0	0
MC1R	0	6	2
MC2R	0	0	2
MC3R	0	0	0
MC4R	0	0	0
MC5R	0	0	0
MCAM	0	0	2
MCAT	8	0	2
MCC	2	0	0
MCCC1	0	0	2
MCCC2	10	26	2
MCCD1	0	0	0
MCEE	82	168	0
MCEMP1	490	1194	244
MCF2	0	0	0
MCF2L	0	2	20
MCF2L-AS1	0	0	0
MCF2L2	0	0	0
MCFD2	110	370	2
MCHR1	0	0	0
MCHR2	0	0	0
MCHR2-AS1	0	0	0
MCIDAS	0	0	0
MCL1	1734	1862	224
MCM10	0	0	6
MCM2	0	0	6
MCM3	86	62	12
MCM3AP	84	850	598
MCM3AP-AS1	0	0	4
MCM4	2	70	10
MCM5	1722	376	2
MCM6	0	0	0
MCM7	1138	486	130
MCM8	0	0	2
MCM8-AS1	0	0	2
MCM9	14	70	6
MCMBP	262	468	4
MCMDC2	0	0	6
MCOLN1	0	20	2
MCOLN2	0	0	72
MCOLN3	0	0	0
MCPH1	0	4	18
MCPH1-AS1	0	0	0
MCRS1	754	3866	70
MCTP1	286	110	0
MCTP2	8	264	50
MCTS1	834	348	0
MCTS2P	4	14	0
MCU	0	40	2
MCUR1	0	278	0
MDC1	492	104	0
MDFI	0	0	4
MDFIC	154	36	2
MDGA1	2	4	6
MDGA2	0	0	0
MDH1	886	2984	0
MDH1B	0	0	2
MDH2	440	2468	580
MDK	0	4	2
MDM1	0	132	2
MDM2	42	800	14
MDM4	496	500	58
MDN1	40	1076	126
MDP1	0	0	0
MDS2	612	106	0
ME1	0	0	0
ME2	604	268	8
ME3	0	376	6
MEA1	846	818	0
MEAF6	36	372	12
MEAT6	0	0	0
MECOM	0	0	8
MECP2	220	84	10
MECR	0	0	0
MED1	12	80	10
MED10	238	506	0
MED11	172	168	0
MED12	14	0	2
MED12L	32	40	54
MED13	38	56	0
MED13L	12	4	2
MED14	0	676	0
MED14OS	0	10	0
MED15	180	668	4414
MED15P9	0	0	0
MED16	36	290	248
MED17	36	98	0
MED18	98	612	174
MED19	8	622	54
MED20	134	46	2
MED21	2	34	0
MED22	206	34	0
MED23	8	28	0
MED24	1122	6	242
MED25	250	226	22
MED26	0	48	4
MED27	0	4	190
MED28	128	1538	8
MED29	180	634	2
MED30	264	774	0
MED31	24	36	0
MED4	72	180	132
MED4-AS1	0	0	0
MED6	4	1612	14
MED7	0	24	2
MED8	6	270	8
MED9	14	272	0
MEDAG	0	0	0
MEF2A	64	26	0
MEF2B	0	0	0
MEF2BNB	72	352	0
MEF2BNB-MEF2B	0	0	0
MEF2C	38	0	36
MEF2C-AS1	0	0	0
MEF2D	354	246	14
MEFV	22	58	18
MEG3	0	0	54
MEG8	0	0	34
MEG9	0	0	2
MEGF10	0	0	4
MEGF11	0	0	0
MEGF6	18	80	8
MEGF8	34	0	64
MEGF9	646	2322	236
MEI1	490	920	176
MEI4	0	0	2
MEIG1	0	0	0
MEIKIN	0	0	0
MEIOB	0	0	0
MEIS1	0	234	0
MEIS1-AS2	0	0	0
MEIS1-AS3	0	0	0
MEIS2	0	0	6
MEIS3	0	10	0
MEIS3P1	0	0	0
MELK	12	0	2
MEMO1	32	10	0
MEN1	0	66	0
MEOX1	0	0	0
MEOX2	0	0	0
MEOX2-AS1	0	0	0
MEP1A	0	0	2
MEP1B	0	0	0
MEPCE	34	618	2
MEPE	0	0	0
MERTK	0	12	4
MESDC1	92	118	2
MESDC2	648	640	30
MESP1	0	0	0
MESP2	0	0	0
MEST	0	0	4
MESTIT1	0	0	14
MET	0	0	0
METAP1	652	8	0
METAP1D	0	0	2
METAP2	142	148	52
METRN	0	0	0
METRNL	242	302	10
METTL1	0	8	20
METTL10	0	18	0
METTL11B	0	0	0
METTL12	0	0	2
METTL13	2	12	2
METTL14	4	42	0
METTL15	0	18	2732
METTL16	0	262	136
METTL17	4	212	2
METTL18	24	738	4
METTL20	2	6	44
METTL21A	972	450	28
METTL21B	0	0	4
METTL21C	0	0	2
METTL21EP	0	0	4
